order_id,customer_id,order_date,order_value
186,710,2023-03-13,58.32
187,1480,2023-01-09,62.57
188,1435,2023-04-04,212.56
189,649,2023-12-05,39.65
190,318,2023-12-02,51.16
191,1258,2023-06-01,44.2
192,684,2023-12-22,199.63
193,664,2023-02-09,66.73
194,1999,2023-12-25,155.29
195,1632,2023-03-03,44.1
196,1496,2023-09-11,58.7
197,1137,2023-03-10,51.57
198,1854,2023-09-02,57.27
199,1521,2023-12-31,56.26
200,2490,2023-06-19,48.73
201,564,2023-06-27,41.33
202,1292,2023-07-08,51.36
203,1637,2023-09-17,61.96
204,3000,2023-03-13,39.4
205,699,2023-01-17,60.53
206,2161,2023-12-07,49.49
207,2,2023-02-26,53.76
208,642,2023-08-06,49.66
209,2268,2023-04-17,41.25
210,1590,2023-10-31,195.66
211,855,2023-06-22,48.81
212,1760,2023-08-07,42.3
213,2433,2023-09-04,48.6
214,1662,2023-08-06,62.84
215,1154,2023-01-31,52.0
216,1077,2023-02-16,49.25
217,1708,2023-05-14,61.74
218,2778,2023-04-18,211.08
219,1696,2023-03-13,52.81
220,1734,2023-11-23,42.75
221,1440,2023-04-18,1052.58
222,2295,2023-11-05,48.32
223,836,2023-09-29,46.77
224,203,2023-06-20,39.58
225,123,2023-04-26,155.45
226,401,2023-11-25,47.26
227,767,2023-03-15,170.71
228,294,2023-09-13,794.92
229,2328,2023-03-22,43.17
230,2932,2023-09-25,30.5
231,198,2023-05-08,41.97
232,1931,2023-11-22,25.53
233,2800,2023-08-23,68.88
234,2192,2023-02-10,48.1
235,609,2023-06-30,173.67
236,1148,2023-06-06,69.12
237,187,2023-02-28,52.5
238,2512,2023-12-11,154.8
239,1795,2023-09-06,28.18
240,660,2023-07-11,46.04
241,2812,2023-01-24,202.23
242,1956,2023-03-21,56.76
243,2451,2023-05-14,157.33
244,1370,2023-08-01,41.58
245,1987,2023-12-14,36.61
246,1535,2023-06-15,49.71
247,147,2023-12-14,51.79
248,2912,2023-12-03,44.85
249,1735,2023-03-12,53.43
250,1844,2023-08-02,29.24
251,489,2023-03-06,54.92
252,2977,2023-08-09,57.85
253,1960,2023-11-04,50.3
254,1664,2023-10-13,58.39
255,2599,2023-07-04,50.88
256,2386,2023-07-26,61.84
257,2920,2023-04-09,39.58
258,641,2023-08-30,58.51
259,1803,2023-06-07,40.53
260,2521,2023-04-08,56.51
261,1970,2023-02-11,41.14
262,2199,2023-05-19,178.78
263,1439,2023-10-10,40.58
264,1635,2023-08-15,49.64
265,263,2023-03-13,54.61
266,1788,2023-08-31,35.8
267,2192,2023-01-18,51.38
268,2394,2023-03-18,29.13
269,624,2023-02-14,1107.32
270,1017,2023-12-09,43.0
271,881,2023-05-20,54.14
272,2050,2023-06-26,39.16
273,2945,2023-08-10,46.5
274,1328,2023-04-02,38.83
275,2302,2023-01-22,48.93
276,453,2023-06-21,64.74
277,1184,2023-04-02,51.35
278,2057,2023-07-11,46.67
279,1683,2023-03-18,63.78
280,2864,2023-10-08,68.3
281,2256,2023-12-30,44.52
282,1155,2023-06-28,50.47
283,404,2023-08-26,224.89
284,2200,2023-05-15,56.86
285,2102,2023-12-31,60.27
286,1697,2023-10-07,51.94
287,628,2023-01-19,49.76
288,587,2023-03-24,40.21
289,1649,2023-08-16,39.52
290,1444,2023-09-22,59.01
291,1446,2023-04-22,61.01
292,104,2023-09-08,57.63
293,254,2023-06-13,65.69
294,2558,2023-12-24,48.6
295,1497,2023-06-17,60.47
296,99,2023-08-09,55.44
297,2201,2023-10-31,50.61
298,1885,2023-07-10,39.36
299,2962,2023-11-21,41.39
300,1920,2023-06-19,49.06
301,878,2023-02-14,31.1
302,338,2023-01-14,49.66
303,2870,2023-08-19,211.04
304,957,2023-06-06,46.44
305,1705,2023-05-14,56.94
306,161,2023-02-06,64.86
307,1604,2023-02-22,51.1
308,2849,2023-01-18,57.43
309,398,2023-02-07,38.65
310,1301,2023-07-06,51.55
311,816,2023-07-15,59.0
312,1528,2023-08-31,1646.73
313,1920,2023-10-27,44.16
314,1416,2023-10-30,69.79
315,1159,2023-02-04,219.38
316,1219,2023-08-03,51.93
317,401,2023-08-07,50.75
318,640,2023-11-12,1161.72
319,2736,2023-03-31,60.84
320,460,2023-11-04,39.75
321,955,2023-09-09,68.17
322,470,2023-01-08,51.4
323,1046,2023-09-13,34.42
324,2798,2023-12-29,49.98
325,1694,2023-07-27,61.39
326,2086,2023-05-11,54.52
327,2278,2023-08-12,16.7
328,563,2023-07-16,59.21
329,2486,2023-05-22,1788.07
330,1800,2023-09-09,42.08
331,2075,2023-04-06,36.64
332,226,2023-01-26,54.96
333,798,2023-04-21,43.13
334,2332,2023-05-03,49.72
335,2927,2023-07-05,55.51
336,960,2023-06-17,254.63
337,1505,2023-02-20,35.27
338,453,2023-01-05,62.19
339,816,2023-03-18,31.38
340,659,2023-06-09,38.29
341,547,2023-07-27,47.97
342,1216,2023-09-14,56.63
343,17,2023-07-24,62.43
344,1244,2023-09-12,24.46
345,2206,2023-01-11,42.84
346,2525,2023-01-08,51.86
347,1070,2023-02-01,56.88
348,2566,2023-01-28,1388.73
349,2147,2023-07-25,41.47
350,1769,2023-08-16,59.17
351,1061,2023-05-08,50.92
352,2328,2023-09-12,30.45
353,2545,2023-07-31,1822.82
354,302,2023-08-27,42.91
355,181,2023-07-26,51.59
356,607,2023-11-14,42.38
357,700,2023-10-10,43.95
358,993,2023-09-02,51.3
359,1140,2023-02-14,29.2
360,191,2023-04-15,54.48
361,2301,2023-12-14,42.21
362,981,2023-10-08,46.26
363,2976,2023-08-22,236.78
364,2007,2023-07-08,34.35
365,1185,2023-02-13,140.46
366,128,2023-08-13,52.74
367,2066,2023-05-22,44.77
368,1817,2023-05-16,67.66
369,1759,2023-06-25,41.63
370,2614,2023-05-22,63.72
371,570,2023-03-21,51.8
372,1347,2023-03-23,58.03
373,1896,2023-05-15,155.71
374,2734,2023-07-26,37.36
375,626,2023-12-10,49.7
376,2902,2023-06-26,55.13
377,1687,2023-08-31,36.93
378,155,2023-02-24,56.42
379,2538,2023-05-21,61.07
380,1410,2023-02-25,41.67
381,785,2023-01-15,44.78
382,246,2023-07-04,71.12
383,1501,2023-11-10,52.24
384,1706,2023-03-29,49.94
385,2807,2023-04-07,54.81
386,538,2023-05-24,45.81
387,1891,2023-01-08,51.79
388,1842,2023-08-03,60.76
389,921,2023-06-22,59.69
390,2456,2023-08-11,60.34
391,525,2023-02-09,60.55
392,2876,2023-07-01,49.22
393,1530,2023-09-27,65.17
394,2951,2023-07-06,245.62
395,36,2023-09-02,55.27
396,685,2023-11-05,303.5
397,20,2023-08-19,62.9
398,2369,2023-06-04,44.4
399,2560,2023-06-24,54.38
400,400,2023-12-02,63.65
401,2702,2023-04-25,36.87
402,972,2023-11-07,44.56
403,1907,2023-10-27,31.48
404,2519,2023-01-18,45.89
405,1167,2023-09-29,45.67
406,1116,2023-01-12,52.82
407,834,2023-10-28,16.92
408,1824,2023-07-11,49.63
409,2775,2023-08-20,55.1
410,1983,2023-04-03,47.19
411,854,2023-08-06,64.24
412,51,2023-10-05,38.46
413,575,2023-12-19,2144.96
414,1149,2023-10-30,55.28
415,2198,2023-01-29,26.72
416,2362,2023-10-28,49.4
417,2618,2023-03-18,40.09
418,2353,2023-01-09,63.53
419,1716,2023-01-24,45.6
420,682,2023-01-15,147.25
421,838,2023-06-13,27.17
422,1078,2023-01-13,52.52
423,2492,2023-12-13,50.66
424,2661,2023-06-21,38.55
425,2312,2023-12-23,48.63
426,1596,2023-11-23,65.49
427,5,2023-07-19,36.37
428,1127,2023-03-17,44.82
429,1220,2023-06-13,44.16
430,774,2023-03-02,46.68
431,877,2023-09-02,58.93
432,992,2023-06-04,38.29
433,2932,2023-09-14,51.93
434,47,2023-09-01,57.73
435,2915,2023-06-11,40.17
436,2871,2023-03-09,261.45
437,2984,2023-12-10,63.96
438,2704,2023-10-04,45.2
439,269,2023-06-10,37.69
440,370,2023-09-16,55.63
441,636,2023-11-03,57.95
442,1130,2023-12-01,56.72
443,1694,2023-04-05,64.04
444,1683,2023-09-03,61.81
445,657,2023-08-09,45.62
446,120,2023-05-03,148.73
447,831,2023-07-06,47.29
448,1811,2023-09-19,24.3
449,1082,2023-09-30,46.88
450,1975,2023-03-01,60.28
451,1370,2023-05-05,75.27
452,741,2023-12-03,58.93
453,117,2023-12-07,70.31
454,1854,2023-02-20,48.76
455,2839,2023-06-27,45.59
456,1151,2023-05-19,38.42
457,1932,2023-11-23,71.23
458,1013,2023-06-19,67.81
459,1665,2023-02-08,54.63
460,1082,2023-03-10,57.06
461,634,2023-08-24,46.0
462,513,2023-02-17,116.28
463,2850,2023-02-26,42.14
464,1120,2023-10-04,47.12
465,1142,2023-12-04,73.39
466,560,2023-04-09,50.71
467,488,2023-01-15,38.61
468,897,2023-11-21,65.55
469,1213,2023-06-28,55.2
470,704,2023-11-28,1807.75
471,1471,2023-03-03,46.01
472,581,2023-04-29,43.96
473,2838,2023-02-06,64.51
474,2909,2023-05-14,220.6
475,2295,2023-01-26,37.64
476,154,2023-01-08,27.94
477,1680,2023-01-04,33.43
478,997,2023-01-21,55.03
479,2745,2023-05-29,60.24
480,1244,2023-01-25,51.71
481,1093,2023-05-23,37.92
482,1009,2023-09-02,29.85
483,2142,2023-02-12,191.72
484,1774,2023-10-20,48.57
485,958,2023-07-04,51.02
486,453,2023-02-11,60.65
487,1228,2023-04-02,62.43
488,2960,2023-11-13,40.37
489,2266,2023-11-20,41.33
490,2522,2023-02-22,35.35
491,2480,2023-03-25,44.39
492,2389,2023-02-03,66.56
493,551,2023-03-17,48.27
494,1636,2023-12-19,35.35
495,1313,2023-07-16,1926.25
496,1758,2023-10-13,43.5
497,357,2023-03-29,80.97
498,2071,2023-08-23,61.63
499,1786,2023-08-20,50.45
500,2570,2023-01-07,54.26
501,1782,2023-10-19,61.39
502,2850,2023-02-07,47.71
503,2810,2023-02-21,45.49
504,2490,2023-05-23,241.91
505,1632,2023-08-09,668.16
506,2817,2023-08-28,251.82
507,1016,2023-05-23,65.12
508,1349,2023-12-15,50.4
509,516,2023-12-29,56.29
510,2840,2023-02-18,1558.75
511,336,2023-10-04,37.09
512,1783,2023-09-28,30.61
513,2306,2023-01-14,68.45
514,497,2023-10-25,32.86
515,896,2023-01-15,1442.75
516,2208,2023-08-22,192.63
517,852,2023-03-04,274.58
518,1688,2023-07-15,52.05
519,1932,2023-01-27,140.21
520,2738,2023-04-03,54.37
521,2428,2023-04-15,53.06
522,1569,2023-11-05,32.06
523,957,2023-02-21,50.69
524,2739,2023-11-15,58.83
525,1637,2023-06-30,59.44
526,1292,2023-02-26,66.94
527,1441,2023-04-30,198.54
528,1192,2023-11-04,209.73
529,1067,2023-12-29,253.13
530,285,2023-02-12,64.01
531,2445,2023-05-15,48.52
532,12,2023-09-17,46.96
533,1631,2023-07-16,43.9
534,2547,2023-05-13,220.26
535,754,2023-09-12,1670.98
536,2083,2023-08-08,42.74
537,2775,2023-12-02,1399.31
538,2897,2023-02-10,55.55
539,90,2023-09-12,901.56
540,776,2023-01-02,57.78
541,2653,2023-07-14,1522.73
542,1626,2023-08-30,30.93
543,418,2023-05-29,42.54
544,115,2023-07-17,55.17
545,617,2023-10-26,2001.26
546,826,2023-09-02,59.04
547,1650,2023-12-04,49.22
548,1517,2023-04-18,46.85
549,413,2023-07-31,48.58
550,729,2023-06-05,2208.35
551,2809,2023-01-26,47.98
552,676,2023-03-23,50.98
553,1893,2023-03-24,818.03
554,2505,2023-05-11,51.7
555,2968,2023-11-25,54.53
556,2240,2023-04-10,29.67
557,2787,2023-09-13,61.89
558,1123,2023-02-18,52.67
559,1572,2023-03-04,61.04
560,978,2023-11-07,47.25
561,1009,2023-10-17,54.79
562,2144,2023-04-15,1976.4
563,1688,2023-04-15,68.72
564,2711,2023-11-21,45.13
565,37,2023-01-15,43.79
566,1549,2023-06-24,217.38
567,2327,2023-09-16,30.16
568,2265,2023-07-30,38.92
569,2915,2023-09-16,53.19
570,873,2023-04-12,56.91
571,1822,2023-09-17,44.89
572,1297,2023-12-10,58.62
573,2110,2023-06-08,1867.29
574,596,2023-02-14,57.76
575,1904,2023-10-28,41.89
576,729,2023-09-08,44.67
577,1366,2023-11-27,204.1
578,397,2023-06-14,54.35
579,699,2023-07-12,50.04
580,2225,2023-01-09,70.06
581,1636,2023-03-06,48.22
582,396,2023-10-09,47.69
583,2493,2023-06-30,48.36
584,76,2023-10-09,61.06
585,265,2023-10-06,34.78
586,2503,2023-01-30,59.91
587,1820,2023-09-23,69.01
588,718,2023-11-24,42.86
589,2783,2023-08-05,203.68
590,851,2023-11-16,57.27
591,1391,2023-04-15,39.44
592,144,2023-07-03,1435.11
593,885,2023-11-26,35.52
594,396,2023-05-28,268.05
595,2996,2023-04-15,63.9
596,2939,2023-02-16,23.85
597,1493,2023-03-28,64.57
598,1168,2023-11-05,59.61
599,2617,2023-05-09,48.56
600,1063,2023-09-15,69.25
601,2157,2023-11-10,46.3
602,1066,2023-05-27,46.17
603,1210,2023-03-13,321.53
604,2983,2023-05-20,241.51
605,2446,2023-01-27,54.93
606,634,2023-01-29,38.61
607,1157,2023-09-28,48.36
608,1239,2023-06-23,71.28
609,733,2023-09-10,45.87
610,235,2023-03-01,51.67
611,2706,2023-04-17,55.64
612,751,2023-08-08,47.6
613,2636,2023-09-16,57.08
614,954,2023-05-26,41.94
615,2540,2023-02-21,41.62
616,2961,2023-03-01,49.48
617,1543,2023-02-03,43.88
618,1198,2023-04-06,79.43
619,1677,2023-03-30,41.0
620,1192,2023-11-12,60.63
621,2218,2023-08-19,51.61
622,1417,2023-10-02,51.42
623,2994,2023-09-03,190.46
624,2843,2023-04-21,52.5
625,2682,2023-08-22,38.56
626,1218,2023-10-05,177.67
627,1541,2023-06-15,211.31
628,2077,2023-05-08,106.08
629,1446,2023-08-25,40.66
630,2387,2023-10-18,54.06
631,1520,2023-04-17,47.5
632,1389,2023-05-08,62.66
633,1857,2023-07-14,47.59
634,1366,2023-12-05,51.74
635,500,2023-05-23,49.25
636,1681,2023-04-21,189.05
637,511,2023-03-31,40.98
638,217,2023-09-08,65.82
639,1325,2023-10-07,40.52
640,1156,2023-11-29,48.03
641,1828,2023-08-12,51.04
642,1811,2023-04-11,39.89
643,2493,2023-05-12,40.77
644,2924,2023-01-13,29.98
645,1206,2023-04-08,45.69
646,2215,2023-04-30,54.76
647,91,2023-10-20,59.41
648,714,2023-10-31,40.39
649,1882,2023-07-18,58.01
650,39,2023-01-01,70.14
651,173,2023-03-01,53.33
652,653,2023-09-07,61.17
653,754,2023-05-20,42.66
654,1244,2023-05-29,54.36
655,1082,2023-02-13,34.08
656,1684,2023-07-05,51.81
657,2524,2023-04-18,48.2
658,456,2023-02-13,829.16
659,829,2023-03-19,49.2
660,895,2023-08-14,41.83
661,1385,2023-06-11,54.19
662,1959,2023-10-08,20.46
663,2435,2023-09-10,61.74
664,1997,2023-05-12,1897.59
665,2396,2023-05-24,46.22
666,190,2023-09-23,56.61
667,505,2023-04-19,43.9
668,1215,2023-07-13,221.53
669,1532,2023-02-04,55.65
670,824,2023-10-02,177.27
671,929,2023-07-06,70.37
672,934,2023-08-31,36.0
673,1141,2023-09-21,47.35
674,134,2023-01-10,48.78
675,2106,2023-06-15,35.33
676,685,2023-01-29,51.26
677,2720,2023-09-28,41.83
678,2221,2023-03-28,51.71
679,1853,2023-01-23,45.91
680,815,2023-07-29,62.29
681,1173,2023-02-15,30.0
682,80,2023-01-28,38.02
683,2934,2023-01-26,54.55
684,203,2023-09-23,51.67
685,2812,2023-06-24,69.4
686,1253,2023-01-04,60.88
687,1700,2023-11-07,57.33
688,1251,2023-11-18,45.13
689,1683,2023-03-08,54.52
690,1556,2023-05-15,22.44
691,2095,2023-02-24,36.55
692,1257,2023-01-31,1251.93
693,1550,2023-03-15,77.86
694,1167,2023-01-19,71.99
695,1397,2023-06-05,46.58
696,2704,2023-12-03,39.6
697,471,2023-06-05,41.06
698,1036,2023-05-27,205.89
699,1354,2023-03-28,57.99
700,2784,2023-01-20,56.84
701,2832,2023-09-26,42.59
702,968,2023-11-29,61.8
703,358,2023-02-12,39.68
704,668,2023-11-02,23.83
705,373,2023-01-28,53.6
706,1032,2023-09-17,31.53
707,1146,2023-01-22,48.32
708,1372,2023-04-11,57.58
709,2724,2023-02-08,29.19
710,90,2023-10-17,252.48
711,2746,2023-12-19,50.2
712,540,2023-10-27,59.22
713,2780,2023-06-19,40.32
714,869,2023-10-23,57.16
715,41,2023-12-19,49.12
716,740,2023-05-10,68.22
717,1947,2023-06-05,195.4
718,2550,2023-03-15,52.66
719,1225,2023-12-08,57.35
720,929,2023-03-31,1069.23
721,2037,2023-03-08,42.28
722,2509,2023-08-24,55.69
723,2780,2023-07-19,43.15
724,2800,2023-11-28,55.67
725,925,2023-08-15,43.7
726,2957,2023-12-14,50.19
727,1582,2023-08-21,49.62
728,390,2023-09-23,49.3
729,1618,2023-03-27,47.9
730,2931,2023-04-12,67.33
731,256,2023-08-02,44.03
732,709,2023-04-18,41.49
733,1839,2023-06-14,57.5
734,1945,2023-04-01,48.43
735,2498,2023-07-11,40.33
736,10,2023-12-01,141.45
737,2872,2023-03-27,48.98
738,798,2023-08-10,48.85
739,877,2023-12-29,47.59
740,1029,2023-04-11,238.4
741,1016,2023-08-14,38.21
742,1825,2023-12-30,40.48
743,374,2023-03-01,41.96
744,2194,2023-09-07,49.57
745,224,2023-02-17,50.62
746,1263,2023-04-27,36.64
747,2225,2023-08-15,45.38
748,1803,2023-12-28,34.16
749,853,2023-02-02,56.44
750,63,2023-02-13,42.78
751,1241,2023-06-14,30.81
752,2875,2023-12-11,178.97
753,2843,2023-10-19,55.87
754,689,2023-12-03,48.02
755,1485,2023-12-10,59.11
756,1634,2023-10-14,144.93
757,2153,2023-12-30,53.0
758,511,2023-08-13,224.23
759,385,2023-10-13,42.33
760,405,2023-07-23,42.26
761,2871,2023-06-21,31.12
762,518,2023-01-12,48.28
763,476,2023-11-03,48.53
764,2001,2023-05-01,143.0
765,2757,2023-09-01,36.01
766,1669,2023-06-01,40.79
767,1894,2023-06-01,62.85
768,2819,2023-07-07,180.95
769,1461,2023-01-13,40.72
770,2725,2023-04-01,57.56
771,714,2023-07-19,49.48
772,83,2023-03-15,52.92
773,1169,2023-09-13,38.52
774,2505,2023-10-03,49.35
775,1902,2023-11-24,71.06
776,2049,2023-11-25,45.88
777,51,2023-03-12,47.62
778,685,2023-03-19,260.54
779,717,2023-10-11,56.86
780,1470,2023-05-10,61.09
781,449,2023-02-12,62.59
782,881,2023-01-08,34.3
783,488,2023-01-13,37.5
784,1824,2023-08-01,165.92
785,2082,2023-04-21,50.19
786,2143,2023-10-18,43.51
787,1575,2023-01-23,51.32
788,2202,2023-10-29,54.56
789,250,2023-09-11,49.17
790,674,2023-01-15,58.38
791,438,2023-05-10,59.51
792,2166,2023-03-02,51.76
793,771,2023-04-25,52.73
794,268,2023-11-16,56.77
795,1985,2023-11-04,43.87
796,1078,2023-11-21,30.49
797,236,2023-03-08,55.43
798,389,2023-09-06,59.02
799,763,2023-06-24,1810.34
800,1849,2023-12-05,51.4
801,2449,2023-01-02,39.6
802,624,2023-06-21,1490.89
803,2815,2023-11-30,46.29
804,2967,2023-10-11,38.92
805,1253,2023-02-23,41.95
806,2901,2023-03-08,49.18
807,578,2023-04-12,40.53
808,2123,2023-04-30,45.5
809,435,2023-07-10,56.7
810,2151,2023-10-31,41.14
811,764,2023-02-16,209.49
812,2786,2023-08-10,41.66
813,2854,2023-01-21,48.51
814,1330,2023-06-07,38.76
815,2146,2023-12-14,50.79
816,2846,2023-06-08,54.66
817,1359,2023-08-23,201.09
818,2907,2023-05-30,235.71
819,2483,2023-09-14,48.24
820,447,2023-06-14,214.39
821,2018,2023-03-18,45.39
822,1332,2023-03-26,54.92
823,249,2023-02-15,34.52
824,166,2023-02-16,60.71
825,1359,2023-08-01,55.14
826,1020,2023-02-28,57.19
827,542,2023-02-23,55.6
828,759,2023-12-08,57.86
829,2129,2023-01-12,34.98
830,2181,2023-07-11,47.07
831,797,2023-01-06,44.11
832,2948,2023-11-05,65.7
833,138,2023-05-24,50.69
834,2232,2023-12-12,49.84
835,1354,2023-09-18,52.82
836,2833,2023-03-14,37.12
837,1876,2023-06-23,54.78
838,69,2023-08-20,52.46
839,2594,2023-09-27,43.62
840,2101,2023-12-28,53.0
841,1474,2023-08-10,62.92
842,205,2023-02-21,48.55
843,2174,2023-04-26,2233.6
844,43,2023-01-26,52.53
845,1907,2023-02-22,210.29
846,2159,2023-12-31,1158.83
847,761,2023-01-29,69.88
848,2896,2023-01-19,49.94
849,2143,2023-10-30,59.79
850,1995,2023-10-06,42.53
851,1936,2023-04-27,51.51
852,900,2023-04-16,220.37
853,360,2023-11-05,48.81
854,2948,2023-08-15,61.99
855,1720,2023-12-18,40.98
856,281,2023-07-05,56.83
857,1888,2023-09-18,57.64
858,667,2023-01-16,141.31
859,93,2023-09-30,44.42
860,672,2023-06-09,50.29
861,1970,2023-12-24,54.16
862,61,2023-09-07,45.63
863,2682,2023-08-12,1693.32
864,1029,2023-09-13,63.62
865,1490,2023-06-29,44.09
866,604,2023-01-20,30.37
867,682,2023-04-22,47.47
868,2582,2023-04-30,57.04
869,1429,2023-07-13,47.68
870,2886,2023-04-21,55.67
871,2693,2023-07-29,41.35
872,2281,2023-01-01,198.12
873,524,2023-02-27,46.52
874,2394,2023-04-03,46.63
875,2594,2023-08-09,55.67
876,1969,2023-07-30,67.22
877,1102,2023-08-20,50.51
878,1754,2023-09-19,50.16
879,1837,2023-12-30,62.33
880,2842,2023-04-13,203.47
881,2297,2023-02-19,70.92
882,2095,2023-04-20,40.95
883,1145,2023-03-29,45.78
884,2262,2023-01-20,66.17
885,2287,2023-01-14,58.47
886,1080,2023-05-13,248.65
887,2398,2023-10-23,74.49
888,107,2023-02-03,64.82
